accuracy,precision,recall,f1_score,auc,Modelo
0.8865546218487395,0.8910010496089668,0.8865546218487395,0.887541125224871,0.9739689244430713,DNN
0.9453781512605042,0.9452013128483717,0.9453781512605042,0.9452247881613663,0.9909565858451037,CNN
